,Name,Online_order,Book_table,Rate,Dish_liked,Approx_cost(for two people)
4644,De Grand Restaurant,1,No,3.9 out of 5,"Butter Chicken, Shawarma Roll, Chicken Shawarama, Chicken Grill, Rolls, Al Faham Chicken, Biryani",600
4645,Srinidhi Veg Food Court,1,No,3.9 out of 5,"Filter Coffee, Onion Rava Masala Dosa, Tea, Chole Bhature, Roti, Noodles, Vada",300
4646,Gowdru Hotel,1,No,3.5 out of 5,Chicken Curry,400
4647,American Bites,1,No,2.4 out of 5,"Burgers, Chicken Fries, Hot Wings",450
4648,Zabi,1,No,3.8 out of 5,"Chicken Biryani, Chicken Samosa, Hyderabadi Biryani, Kheer, Mutton Biryani",300
4649,Cafe Nukkad,1,No,4.0 out of 5,"Chicken Cheese Sandwich, Cheese Sandwiches, Chocolate Sandwich, Chocolate Sandwiches, French Fries, Teriyaki Chicken",200
4650,Kanti Sweets,1,No,3.8 out of 5,"Badam Milk, Chaat, Sev Puri, Gol Gappe",400
4651,29 Degrees North,1,No,3.9 out of 5,"Chaat, Paratha, Vada Pav, Dal Makhani, Paneer Bhurji, Rabri, Kulcha",250
4652,Balle Balle Dhaba,1,No,3.6 out of 5,"Paratha, Chicken Biryani, Butter Chicken, Lassi, Chilli Paneer, Tandoori Chicken, Naan",500
4653,Cake House - Story Cafe,0,No,3.8 out of 5,"Coffee, Cheesecake, Sweet Potato Cake, Hot Chocolate, Sweet Potato Latte, Ramen, French Toast",650
4654,Pizza Stop,1,No,3.8 out of 5,"Garlic Bread, Nachos, Pasta, Thin Crust Pizza, Hawaian Pizza, Manali Pizza",500
4655,Cafe 99 Kerala Mess,1,No,4.0 out of 5,"Tea, Coffee, Kadala Curry, Chicken Dum Biryani, Shawarma, Ghee Rice, Chicken Kebab",500
4656,WOW! Momo,1,No,2.8 out of 5,"Veg Momos, Thukpa",400
4657,Sri Devi Sagar,0,No,3.7 out of 5,Masala Dosa,300
4658,New Udupi Upahara,0,No,3.7 out of 5,"Panneer Butter Masala, Vada, Filter Coffee, Tandoori Roti",200
4659,Rolls On Wheels,0,No,2.8 out of 5,"Rolls, Chicken Momo, Biryani, Paneer Roll",300
4660,M.M.A Kabab Rolls & Biriyani Center,1,No,3.7 out of 5,"Shawarma, Alpham Chicken",400
4661,Chetty's Coffee,0,No,3.5 out of 5,"Masala Dosa, Caramel Coffee, Filter Coffee, Vada",150
4662,Leela's Kitchen,0,No,3.8 out of 5,"Appam, Roast Chicken, Duck Roast, Vegetable Stew",400
4663,Paranthas and Dosas,0,No,3.7 out of 5,"Aloo Paratha, Masala Dosa, Coffee, Dahi Vada, Paneer Parantha, Sweet Lassi, Mix Veg Parantha",400
4664,Altaf's Chillies Restaurant,1,No,3.9 out of 5,"Chicken Kebab, Biryani, Masala Tikka, Chicken Tikka",500
4665,Sanky's Burger House,1,No,4.3 out of 5,"Burgers, Fried Cheese, Cheesy Fries, Oreo Shake, Pulled Beef Burger, Beef Patty, Cheese Balls",300
4666,Sunny Side Bistro,1,No,3.8 out of 5,"English Breakfast, Healthy Breakfast, Waffles, Chicken Sandwich, Pancakes, Eggs Benedict, Pork Sausage",700
4667,New Udupi Park Deluxe,0,No,3.6 out of 5,"Masala Dosa, Thali, Rice",400
4668,Brewklyn Microbrewery,1,Yes,4.5 out of 5,"Pizza, Beef Chilli, Craft Beer, Apple Crumble, Pork Chilli, Chips, Wheat Beer","2,000"
4669,XOOX Brewmill,0,Yes,4.4 out of 5,"Cocktails, Apple Cider, Craft Beer, Burgers, Stout, Seafood Salad, Sabudana Vada","2,000"
4670,Boho,0,Yes,4.2 out of 5,"Barbecue Chicken Wings, Chilli Paneer, Cocktails, Chicken Steak, Sangria, Spicy Chicken, Pizza","1,200"
4671,Barleyz,0,No,3.8 out of 5,"Tandoori Chicken, Fish Chilli, Cocktails, Chilli Chicken, Pizza, Craft Beer, Chaat","2,000"
4672,Ministry of Food - Hilton Bangalore Embassy GolfLinks,0,Yes,4.2 out of 5,"Chicken Curry, Jalebi, Pasta, Breakfast Buffet, Paratha, Fish, Mutton Sukha","3,000"
4673,Bonum cibum,1,No,4.5 out of 5,"Salads, Pasta, Shawarma, Mocktails, Falafel, Babaganush, Pizza","1,200"
4674,The Hole in the Wall Cafe,0,No,4.6 out of 5,"Waffles, Healthy Breakfast, English Breakfast, Pancakes, Burgers, Sandwiches, Mushroom Omelette",600
4675,Third Wave Coffee Roasters,0,No,4.4 out of 5,"Coffee, Hummus Platter, Granola Parfait, Hot Chocolate, Cappuccino, Waffles, Skillet Cookie",800
4676,Dialogues,0,No,4.1 out of 5,"Poha, Momos, Chai, Pasta, Tea, Pancakes, Chicken Sandwich",600
4677,Stoked!,0,No,4.3 out of 5,"Pizza, Pancakes, Penne Pasta, Hot Chocolate, Mezze Platter, Cappuccino, Waffles",850
4678,Attic Lounge,1,Yes,4.0 out of 5,"Pizza, Pasta, Mocktails, Malai Tikka, Noodles, Chicken Tikka, Spaghetti",700
4679,Terra Bites,1,No,4.1 out of 5,"Spaghetti, Hot Chocolate, Coffee, Tea",700
4680,Smise,1,Yes,4.0 out of 5,"Seafood Pizza, Pasta, Mocktails, Brownie, Tenderloin Burger, Burgers, Exotic Veg Pizza",650
4681,Cafe Coffee Day The Lounge,1,No,3.6 out of 5,"Fries, Nachos, Burgers",650
4682,Costa Coffee,0,No,4.0 out of 5,"Cappuccino, Pesto Sandwich, Brownie, Latte, Hot Chocolate, Sausage Roll, Sandwiches",500
4683,Barista,0,No,3.6 out of 5,"Cappuccino, Sandwich",300
4684,Om Made Cafe,0,No,4.1 out of 5,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti","1,300"
4685,Zee5 Loft,1,No,4.4 out of 5,"Tomato Soup, Brownie Shake, Pizza, Salad, Fries, Chicken Bbq Wings, Pasta",500
4686,Blue Tokai Coffee Roasters,1,No,4.0 out of 5,"Coffee, Potato Wedges",400
4687,Dice N Dine,1,Yes,4.3 out of 5,"Lasagne, Tiramisu, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos, Pasta",900
4688,Bundar,0,No,4.1 out of 5,"Burgers, Cheese Burger, Mojito, Peri Peri Fries, Apple Pie, Tea, Peri Peri Chicken Wings",700
4689,Gudguda Prime Cafe,0,Yes,4.2 out of 5,"Mocktails, Pizza, Veg Platter, Brownie, Burgers, Pasta, Fries Basket",800
4690,Maxpresso,0,No,4.1 out of 5,"Burgers, Coffee, Waffles, Mocktails, Pasta, Brownie Chocolate, Chicken Salami",700
4691,Biggies Burger 'n' More,1,No,3.7 out of 5,"Burgers, Mojito, Bbq Burger, Peri Peri Fries, Grilled Burger",400
4692,The Chocolate Room,0,No,3.8 out of 5,"Waffles, Burgers, Hot Chocolate, Chocolate Avalanche, Fries, Brownie",600
4693,Dhuaan,0,No,4.2 out of 5,"Paneer Pizza, Onion Rings, Oreo Shake, Peri Peri Chicken Pizza, Pasta",800
4694,Cafe On The Way,1,No,4.0 out of 5,"Waffles, Coffee, Pesto Sandwich, Hazelnut Cappuccino, Latte, Salads, Pasta",500
4695,Tattva Cafe,0,No,2.8 out of 5,"Tea, Masala Chai, Filter Coffee, Sandwich, Burgers, Orange Juice, Poha",450
4696,Loca Moca,0,No,3.7 out of 5,"Coffee, Hazelnut Cappuccino, Chicken Keema Roll, Chicken Sandwich, Grilled Chicken Wrap",600
4697,Chaai Resto,0,No,3.6 out of 5,"Ginger Tea, Poha, Irani Chai, Chaai, Sandwich, Thick Shakes",250
4698,eat.fit,1,No,4.6 out of 5,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani",500
4699,The Paratha Company,1,No,4.3 out of 5,"Rice Kheer, Dhaniya Chutney, Rabri, Aloo Paratha, Chole, Cheese Paneer Paratha, Dal Makhani",400
4700,Sardarji Londonwaley,1,No,4.1 out of 5,"Dal Makhani, Kulcha, Butter Chicken, Makke Ki Roti, Garlic Naan, Tandoori Chicken, Palak Paneer",450
4701,Truly Punjab,1,No,4.2 out of 5,"Raita, Sarson Ka Saag, Paneer Tikka Masala, Paratha, Sarso Da Saag, Chole, Dal Fry",500
4702,Cake Box,1,No,3.5 out of 5,"Chocolate Truffle, Blueberry Cheesecake",400
4703,Hatti Punjab Di,1,No,3.9 out of 5,"Aloo Paratha, Burgers, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken",250
4704,Corner House Ice Cream,1,No,4.6 out of 5,"Brownie Chocolate, Brown Bomb, Hot Chocolate Fudge, Fudge Cake, Brownie Fudge",400
4705,Roti Wala,1,No,4.1 out of 5,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",300
4706,Pizza Hut,1,No,3.9 out of 5,"Pasta, Pepperoni, Garlic Bread, Supreme Pizza, Pane Pizza",750
4707,KFC,1,No,3.7 out of 5,"Burgers, Crispy Chicken, Chicken Grill, Fiery Chicken, Chicken Wings, Ginger Chicken, Rice Bowl",400
4708,Shree Muthahalli Veg,1,No,4.2 out of 5,"Rava Idli, Filter Coffee, Tea, Vada, Paper Masala Dosa, Donne Biryani",300
4709,Polar Bear,1,No,4.1 out of 5,"Hot Chocolate Fudge, Mango Sorbet, Brownie Fudge",400
4710,Ovenstory Pizza,1,No,4.1 out of 5,"Chicken Tikka, Chocolava Cake, Peri Peri Pizza, Tandoori Paneer, Lava Cake",750
4711,Kabab Magic,1,No,3.8 out of 5,"Chicken Grill, Biryani, Shawarma Roll, Rolls, Arabian Pulpy Grape Juice",500
4712,Thalassery Restaurant,1,No,3.7 out of 5,"Tea, Fish, Thalassery Biryani, Garlic Naan, Chicken Curry, Ghee Rice, Sea Food",600
4713,Savoury - Sea Shell Restaurant,1,No,3.9 out of 5,"Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup",750
4714,C. K. Mega Hot Food,1,No,3.9 out of 5,"Chicken Lollipop, Garlic Butter Noodle",600
4715,Yum In My Tum,1,No,4.2 out of 5,"Momos, Pizza Sandwich, Manchow Soup, Chowmein, Spring Roll, Noodles, White Pasta",300
4716,Szechuan Dragon,1,No,4.0 out of 5,"Salad, Fried Rice Chicken",600
4717,Beer Adda,1,Yes,4.3 out of 5,"Sea Food, Burgers, Onion Rings, Non Veg Thali, Craft Beer, Roti, Pizza","1,000"
4718,Punjabi Nawabi,1,No,3.8 out of 5,"Dal Makhani, Tikka, Saag, Naan, Makke Ki Roti",500
4719,Khai Khai,1,No,4.0 out of 5,"Mutton Kosha, Kosha Mangsho",450
4720,Indiana Burgers,1,No,3.5 out of 5,"Burgers, Chicken Whopper Burger",300
4721,Fritz Haber,1,No,4.0 out of 5,"Ice Cream Roll, Nitrogen Ice Cream, Roasted Almonds, Salted Caramel",450
4722,Pin Me Down,1,Yes,4.5 out of 5,"Paneer Tikka, Pizza, Mocktails, Tandoori Aloo, Chowmein, Pasta Alfredo, Murgh Patiala",800
4723,Barbeque Delight,1,No,3.8 out of 5,"Tandoori Chicken, Paratha",800
4724,Rusbury Fresh Sweets And Savouries,1,No,4.0 out of 5,"Panipuri, Chaat, Rasmalai, Samosa, Pav Bhaji",200
4725,Keventers,1,No,4.0 out of 5,"Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut",400
4726,Firangi Bake,1,No,4.1 out of 5,"Lasagne, Subz-e-royal Pot Rice",600
4727,Arya Hungry?,1,No,4.3 out of 5,"Chole, Kulcha, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani",450
4728,El Salver,1,Yes,3.9 out of 5,Fish Curry,900
4729,Go Italia,1,No,4.0 out of 5,"Pizza, Pasta, Garlic Bread, Veg Burger, Wine, Minestrone Soup, Chocolate Cake",750
4730,WOW! Momo,1,No,3.9 out of 5,"Thukpa, Chocolate Momos, Schezwan Momos, Momos Burger, Burgers, Chicken Momo, Veg Momos",400
4731,Goli Vada Pav No. 1,1,No,3.7 out of 5,"Cheese Vada Pav, Kulfi, Burgers, Tikki, Cheese Fingers, Schezwan Vada Pav",200
4732,Domino's Pizza,1,No,4.0 out of 5,"Pizza, Barbeque Chicken",400
4733,Amour Fine Patisserie,1,Yes,4.0 out of 5,"Macaroon, Cappuccino, Coffee, Pinacolada, Ferrero Rocher, Latte",500
4734,Biryani Miya,1,No,3.8 out of 5,Biryani,600
4735,Punjabi Swag,1,No,3.9 out of 5,"Lassi, Murgh Lababdar, Chaap, Makke Ki Roti, Butter Paneer, Patiala Paneer, Butter Chicken",500
4736,EggFactor - Street House,1,No,4.2 out of 5,"Omelette, Chicken Grill",200
4737,Frozen Bottle,1,No,4.1 out of 5,"Dessert Jar, Berryblast, Cheesecake, Vanilla Ice Cream",400
4738,The Shawarma Inc,1,No,3.4 out of 5,"Whole Meat Shawarma, Jumbo Shawarma, Spicy Shawarma, Momos",200
4739,Brooks and Bonds Brewery,1,Yes,4.5 out of 5,"Beef Chilli, Salad, Cocktails, Pizza, Craft Beer, Mango Cider, Potato Wedges","1,600"
4740,Cafe Coffee Day,1,No,3.4 out of 5,"Coffee, Latte",900
4741,Peace Restaurant,1,No,3.9 out of 5,"Momos, Thukpa, Dumplings, Crispy Chilli Potatoes, Beef Shaptak Dry, Chicken Momo, Fruit Beer",500
4742,Faasos,1,No,4.0 out of 5,"Rolls, Bbq Chicken, Paneer Makhanwala, Jumbo Chicken Roll, Veggie Wrap, Sabudana Vada, Chicken Wrap",500
4743,Petoo,1,No,3.9 out of 5,"Gulab Jamun, Samosa, Paratha, Paneer Curry, Biryani, Chaat, Veg Cutlet",300
4744,Seven Ate Nine,1,Yes,NEW,"Burgers, Steak",700
4745,Srinidhi Sagar Deluxe,1,No,3.6 out of 5,"Idli, Coffee, Masala Dosa, Fruit Juices, Vada, Thali, Manchurian",40
4746,Grillopia,1,No,3.9 out of 5,"Burgers, Wood Fire Pizza, Nachos","1,000"
4747,The Waffle Street,1,No,3.9 out of 5,"Waffles, Pasta Alfredo, Hot Coffee",300
4748,Shift,1,Yes,4.2 out of 5,"Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Beer","1,500"
4749,Juicy Momos,1,No,3.6 out of 5,"Veg Momos, Burgers, Chocolate Momos, Momo Burger, Whole Meat Shawarma, Paneer Momos",250
4750,1522 - The Pub,0,Yes,4.2 out of 5,"Cocktails, Devils Chicken, Beer, Tandoori Chicken, Pasta, Pinacolada, Pizza","1,400"
4751,InnerChef,1,No,3.8 out of 5,"Pasta, Salads, Chole, Butter Chicken, Brownie, Butter Cookies, Sandwiches",500
4752,Litti Twist,1,No,4.2 out of 5,"Paratha, Liti Chokha, Buttermilk, Tea, Aloo Litti, Raita",300
4753,Chapati House,1,No,3.9 out of 5,Naan,300
4754,Birinz,1,No,4.3 out of 5,"Gulab Jamun, Chicken Guntur, Mushroom Biryani, Chicken Kolhapuri, Paneer Biryani, Chicken Biryani",650
4755,Hang10 Resto N Cafe,1,No,3.7 out of 5,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich",700
4756,Cheers Pub Bar & Restro,0,Yes,NEW,"Cocktails, Brownie, Verdure Pizza, Veg Bao, Fish, Spaghetti, Mai Thai","1,100"
4757,Zero Mile Punjab,1,Yes,4.1 out of 5,"Lassi, Chicken Curry, Chicken Malai Tikka, Butter Chicken, Panner Tikka, Butter Naan, Murgh Makhni",800
4758,TRIGEREATO,1,Yes,4.4 out of 5,"Pasta, Salad, Mousse, Noodles, Fries, Mocktails, Pizza",700
4759,Uday Sweets,1,No,3.5 out of 5,"Jalebi, Poha, Puri Sabzi",250
4760,Kadal Da Meen,1,No,3.9 out of 5,"Sea Food, Anjal Tava Fry, Murgh Ghee Roast, Chicken Curry",900
4761,Sharma's Malai & Masala,1,No,4.0 out of 5,"Chicken Biryani, Kulcha, Chicken Chatpata, Panneer Butter Masala, Paneer Lababdar, Tandoori Chicken, Shahi Paneer",650
4762,Big Mishra Pedha,0,No,3.7 out of 5,Rasmalai,250
4763,Pingara,1,No,3.8 out of 5,"Sea Food, Beer, Fish Thali, Fish Fry, Chicken Tikka, Neer Dosa",600
4764,Meeraa's Beegara Oota,1,No,3.8 out of 5,"Mutton Fry, Mutton Keema, Mutton Biryani, Chicken Biryani, Mutton Chops, Ragi Mudde, Mutton Curry",600
4765,Biriyaniz,1,No,3.5 out of 5,"Chicken Guntur, Pepper Chicken, Chicken Biryani, Raita",400
4766,PagalKhana,1,Yes,3.9 out of 5,"Mocktails, Pasta, Wood Fire Pizza, Paneer Malai Tikka, French Fries, Nachos, Burgers","1,000"
4767,Sarvam,1,No,3.5 out of 5,"Roti, Paratha, Appam, Chicken Biryani, Kothu Parotta, Elaneer Payasam, Fish Fry",550
4768,Pot-O-Noodles,0,Yes,4.3 out of 5,"Noodles, Mocktails, Miso Soup, Chilli Ramen, Chicken Grill, Steamed Rice, Gyoza",800
4769,Chocolat Boulangerie Patisserie,0,No,4.1 out of 5,"Cheesecake, Tikka, Chocolate Donut, Lemon Tarts, Chocolate Eclairs, Brownie, Macaroon",400
4770,Mast Kalandar,0,No,2.5 out of 5,"Rajma Chawal, Khichda, Gulab Jamun, Paratha, Dal Makhani, Lassi, Paneer Tikka",450
4771,Rajdhani Thali Restaurant,1,Yes,4.0 out of 5,"Gatte Ki Subzi, Rabri, Dhokla, Rajasthani Thali, Jalebi, Daal Baati Churma, Aamras",900
4772,Cupcake Noggins,0,No,4.1 out of 5,"Cup Cake, Truffle, Raspberry Cheesecake, Burgers, Blueberry Cheesecake, Chocolate Chocochip, Chocolate Crunch",300
4773,Paratha Plaza,0,No,3.9 out of 5,"Dum Aloo, Sweet Lassi, Aloo Paratha, Biryani",250
4774,Vasudev Adiga's,0,No,2.8 out of 5,"Filter Coffee, Mysore Masala Dosa, Buttermilk, Idli, Rava Dosa, Neer Dosa, Thali",250
4775,Chung Wah,1,No,4.0 out of 5,"Noodles, Hunan Chicken, Momos, Spring Roll, Wonton Soup, Chicken Butter Garlic, Fried Rice Chicken",800
4776,Midnight Pizza Slurpp,0,No,3.7 out of 5,"Pizza, Pasta",700
4777,Popsies,1,No,3.9 out of 5,"Momos, Chilli Chicken, Chicken Manchow Soup, Spicy Chicken Wings, Thukpa, Chicken Noodle, Tai Pai Chicken",750
4778,Rollin,1,No,4.0 out of 5,"Pizza, Dragon Chicken, Butter Chicken, Noodles, Chicken Wings, Chicken Noodle",400
4779,Crown Gold,1,No,3.9 out of 5,Sea Food,400
4780,Hunger Meals,0,No,3.8 out of 5,Chicken Curry,400
4781,Nite Out,1,No,4.0 out of 5,"Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles",500
4782,Chef All Nite,1,No,3.8 out of 5,"Paneer Manchurian, Gulab Jamun, Noodles, Chicken Noodle, Butter Chicken, Vegetable Biryani",300
4783,Eatsomnia,1,No,3.4 out of 5,"Naan, Chicken Biryani, Butter Chicken, Pasta, Noodles, Rajma Chawal, Maggi",500
4784,Kevins Kitchen,1,No,3.8 out of 5,"Egg Noodles, Biryani",400
4785,Shree Thali,0,No,4.1 out of 5,"Veg Thali, Paratha, Kadhi, Shrikhand, Buttermilk, Sweet Lassi, Bati Churma",150
4786,Mars Chicken Delight,0,No,3.7 out of 5,"Biryani, Pudina Chicken, Kalmi Kebab, Chicken Kebab, Chicken Delight, Butter Chicken, Chicken Roll",500
4787,Natuna Seafood House,1,No,4.1 out of 5,"Sea Food, Thali, Red Snapper, Fish Fry, Neer Dosa",450
4788,Flavour of China,1,No,3.8 out of 5,"Spring Roll, Chilli Chicken, Chowmein, Sweet Corn Chicken Soup, Dragon Chicken, Hakka Noodles, Chop Suey",600
4789,BTM Bawarchi Biryani,1,No,3.6 out of 5,Chicken Biryani,600
4790,Sagar Fast Food,1,No,3.7 out of 5,"Idli, Masala Dosa, Sweet Lassi",300
4791,Imperial Restaurant,1,No,3.6 out of 5,"Chicken Grill, Shawarma, Ghee Rice, Chicken Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Kebab",800
4792,Punjabi Chulha,1,No,3.8 out of 5,"Tandoori Chicken, Dal Makhani, Butter Chicken, Roti, Veg Thali",500
4793,Barleyz,0,No,3.8 out of 5,"Tandoori Chicken, Fish Chilli, Cocktails, Pizza, Craft Beer, Chaat, Long Island Iced Tea","2,000"
4794,Eat Street,0,No,4.2 out of 5,"Lassi, Nachos, Mojito, Roti, Panipuri, Pizza, Waffles",600
4795,Indian Coffee House & Restaurant,0,No,4.2 out of 5,"Buttermilk, Chicken Dosa, Masala Dosa, Filter Coffee, Tea, Chicken Sandwich, Paneer Dosa",650
4796,The Himalayan,0,Yes,4.5 out of 5,"Mocktails, Kimchi, Sushi, Pork Bibimbap, Ginger Tea, Chicken Sizzler, Salads","1,200"
4797,Jose's Mess,0,No,4.4 out of 5,"Beef Fry, Masala Dosa, Chicken Curry, Fish Fry, Chicken Biryani, Roast Beef, Beef Curry",300
4798,Natural Ice Cream,0,No,4.5 out of 5,"Coffee Walnut, Chocolate Icecreams, Tender Coconut Ice Cream, Thandai, Mango Ice Cream, Fruit Ice Cream, Custard Apple",200
4799,Falahaar,0,No,3.9 out of 5,"Sabudana Khichdi, Pav Bhaji, Pyaz Kachori, Chole Bhature, Faluda, Malai Ghewar, Lassi",200
4800,Juicemaker,0,No,3.9 out of 5,"Salads, Sandwiches, Shawarma, Watermelon Juice, Tea, Papaya Juice, Fruit Juices",400
4801,Jai Jinendra,0,No,4.0 out of 5,"Dhokla, Raj Kachori, Panipuri, Jalebi, Pyaz Kachori",200
4802,Food Theory,0,No,2.7 out of 5,"Chicken Momo, Momos",500
4803,Ande Ka Funda,0,No,3.6 out of 5,"Rolls, Aloo Paratha, Lassi, Bread Omelette",250
4804,Hungry Paunch,0,No,4.0 out of 5,"Luchi, Mutton Kosha, Mutton Curry, Roti, Fish Finger, Chicken Curry",350
4805,Happy Plate,0,No,3.6 out of 5,"Chole Bhature, Omelette",400
4806,Nightfork,0,No,3.7 out of 5,"Noodles, Biryani, Peri Peri Pasta, Laccha Paratha",500
4807,The Breakfast Truck,0,No,3.9 out of 5,"English Breakfast, Eggs, Baked Beans, Oreo Pancake, Nutella Pancakes, French Toast, Omelette",550
4808,Delightz,0,No,4.0 out of 5,"Waffles, Burgers, Tea, Pasta, Garlic Bread",300
4809,The Sweet Spot,0,No,4.0 out of 5,"Brownie, Vanilla Ice Cream",300
4810,Kitchen's Sea Food Restaurant,0,No,3.4 out of 5,"Sea Food, Dal Makhani, Basmati Rice, Butter Chicken, Chicken Tikka Masala",800
4811,Rice and Rolls,0,No,2.7 out of 5,"Rolls, Shawarma Roll, Chicken Grill, Thali",500
4812,Fogg,0,Yes,NEW,"Pizza, Mocktails",200
4813,Hotel Feast Ambur Biriyani,1,No,3.4 out of 5,"Chicken Biryani, Chicken Kebab",250
4814,Hello Resto-Pub,1,Yes,4.0 out of 5,"Burgers, Beef Steak, Cocktails, Chips, Chicken Soup, Onion Rings, Chicken Wings",900
4815,Sreeraj Lassi Bar,1,No,4.0 out of 5,"Faluda, Fruit Salad, Fruit Lassi",200
4816,Kebarbiq,0,No,4.0 out of 5,"Burgers, Pulpy Grape Juice, Chicken Wings, Pita Bread, Chicken Grill, Fish Grill, French Fries",800
4817,Namaste Kitchen,1,No,3.8 out of 5,"Jalebi, Chaat, Dal Makhani, Tandoori Roti",550
4818,The Bier Library,1,Yes,4.3 out of 5,"Beer, Pizza, Mocktails, Pasta, Cocktails, Rasmalai, Brownie","2,000"
4819,Kurtoskalacs,0,No,4.7 out of 5,"Hazelnut Cappuccino, Pancakes, Nutella Shake, Chocolate Icecreams, Butter Chicken, Hibiscus Tea",350
4820,Sixth Avenue Cafe And Patisserie,0,No,4.4 out of 5,"Tea, Chocolate Bomb, Waffles, Fries, Pasta Alfredo, Mocktails, Burgers",600
4821,XO Belgian Waffle,1,No,4.5 out of 5,"Hot Chocolate, Chocolate Overload, Belgian Waffles, Nutella Waffle, Thick Shakes, Caramel Coffee, Vanilla Ice Cream",400
4822,eat.fit,1,No,4.5 out of 5,"Brownie, Veg Thali, Noodles",500
4823,IceBreakers,0,No,4.4 out of 5,"Ice Cream Roll, Waffles, Pizza, Nitrogen Ice Cream, Rolls, Brownie Fudge, Popcorn",500
4824,Polar Bear,1,No,4.2 out of 5,"Choco Fudge Brownie, Sandwich, Ice Cream Pizza, Tiramisu, Sandwiches, Chocolate Icecreams, Hot Chocolate",400
4825,Frozen Bottle,1,No,4.1 out of 5,"Chocolate Hazelnut, Thick Shakes, Brownie Chocolate, Belgian Chocolate, Chocolate Shake, Tiramisu, Oreo Shake",400
4826,The Belgian Waffle Co.,1,No,4.2 out of 5,"Belgian Waffles, Chocolate Overload, Triple Chocolate",350
4827,Baskin Robbins,0,No,4.1 out of 5,Waffle Cone,250
4828,Krispy Kreme,1,No,4.2 out of 5,"Donut, Coffee, Chocolate Dreamcake, Latte, Hot Chocolate, Cookie Crunch, Cappuccino",300
4829,Lassi Shop,1,No,4.0 out of 5,"Faluda, Sweet Lassi, Mango Lassi, Malai Kulfi",200
4830,Cream N Desserts,0,No,3.7 out of 5,Hot Chocolate Fudge,400
4831,Nasi And Mee,1,Yes,4.4 out of 5,"Salads, Shitake Mushrooms, Noodles, Dumplings, Nasi Goreng, Crispy Corn, Vegetarian","1,000"
4832,The Fixx,0,Yes,4.3 out of 5,"Cocktails, Shakshouka, Beer, Margherita Pizza, Blueberry Cheesecake, Fries, Bellini","1,200"
4833,Biergarten,0,Yes,4.8 out of 5,"Penne Arrabiata Pasta, Craft Beer, Cocktails, Bruschettas, Peri Peri Chicken, Pizza, Mocktails","2,100"
4834,The Hole in the Wall Cafe,0,No,4.6 out of 5,"Waffles, Healthy Breakfast, English Breakfast, Pancakes, Burgers, Sandwiches, Mushroom Omelette",600
4835,Prost Brew Pub,0,Yes,4.5 out of 5,"Mango Cider, Cajun Potato, Nachos, Salads, Pizza, Wheat Beer, Pork Ribs","1,800"
4836,Onesta,1,Yes,4.4 out of 5,"Berryblast, Gourmet Pizza, Mocktails, Ravioli, Bacon Pizza, Pasta, Prawn Pizza",600
4837,The Terrace at Gilly's Redefined,0,Yes,4.6 out of 5,"Cocktails, Beer, Mocktails, Biryani, Long Island Iced Tea, Pizza, Drunken Prawn","1,400"
4838,Myu Bar at Gilly's Redefined,0,Yes,4.5 out of 5,"Mai Thai, Sangria, Cocktails, Pizza, Biryani, Beer, Chicken Nachos","1,200"
4839,Third Wave Coffee Roasters,0,No,4.4 out of 5,"Coffee, Hummus Platter, Granola Parfait, Hot Chocolate, Cappuccino, Waffles, Skillet Cookie",800
4840,Sotally Tober,0,Yes,4.4 out of 5,"Cocktails, Barbeque Chicken Pizza, Chocolate Martini, Nachos, Bbq Chicken Pizza, Wedges, Beer","1,200"
4841,1522 - The Pub,0,Yes,4.2 out of 5,"Cocktails, Devils Chicken, Beer, Tandoori Chicken, Pasta, Pinacolada, Pizza","1,400"
4842,Pasta Street,1,Yes,4.5 out of 5,"Pasta, Wine, Pizza, Lasagne, Cheesecake, Spinach Ravioli, Cocktails","1,300"
4843,The Beer Cafe,1,Yes,4.2 out of 5,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","1,300"
4844,Dialogues,0,No,4.1 out of 5,"Poha, Momos, Chai, Pasta, Tea, Pancakes, Chicken Sandwich",600
4845,Hanoi - Vietnamese Cuisine,1,Yes,4.4 out of 5,"Pho, Hot Pot, Sangria, Fig Ice Cream, Crepe, Fish, Pumpkin Soup","1,000"
