BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
Zink london,structured round neck polyester womens dresses - red,"Size:Small,XX-Large","Rs
2499",999,60% off,Westernwear-Women
Fratini,embroidered cotton blend round neck womens t-shirt - blush,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,799,No Discount,Westernwear-Women
Life,printed viscose wide neck womens regular top - mustard,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
Levis,wide cotton womens jeans - mid blue,Size:34,Nan,3299,No Discount,Westernwear-Women
Faballey,embroidered cotton square neck womens top - peach,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1600",1280,20% off,Westernwear-Women
Fratini,solid viscose blend round neck womens t-shirt - ecru,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
699",349,50% off,Westernwear-Women
Fratini,printed polyester wide neck womens regular top - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Westernwear-Women
Only,mid wash cotton straight fit womens jeans - black,"Size:25,26,27,28,29,30,31,32,33,34","Rs
3499",2799,20% off,Westernwear-Women
Zink london,printed polyester scoop neck womens straight fit top - pink,"Size:Large,Small,X-Large,X-Small","Rs
1599",499,69% off,Westernwear-Women
Juniper,floral v-neck womens flared anarkali dresses & dupatta set - yellow,Size:XX-Large,"Rs
4899",1469,70% off,Westernwear-Women
Fratini,solid collar polyester womens regular fit dress - berry,Size:Small,"Rs
1699",849,50% off,Westernwear-Women
Insense,printed cotton round neck womens t-shirt - peach,"Size:Small,X-Small","Rs
399",199,50% off,Westernwear-Women
Infuse,printed cotton full length womens loungewear pyjama - navy,"Size:28,30,32,34","Rs
799",319,60% off,Westernwear-Women
Zink london,printed polyester round neck womens top - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1399",839,40% off,Westernwear-Women
Kraus,solid comfort fit tencel womens casual wear trousers - black,"Size:28,30,32,34,36","Rs
1695",1525,10% off,Westernwear-Women
Only,mid wash cotton relaxed fit womens jeans - blue,"Size:34,36,38,40,42","Rs
3699",2589,30% off,Westernwear-Women
Faballey,printed georgette key hole neck womens regular top - yellow,"Size:Large,Small,X-Large","Rs
1600",1280,20% off,Westernwear-Women
Life,printed band collar polyester womens regular fit dress - lilac,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",749,50% off,Westernwear-Women
Altlife,printed cotton blend ankle length womens active wear tights - black,"Size:28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
Zink london,polka dot viscose halter neck womens dress - natural,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2899",1739,40% off,Westernwear-Women
Rare,solid polyester shirt collar womens regular fit top - black,"Size:Large,Medium,Small","Rs
1599",559,65% off,Westernwear-Women
Kraus,straight fit ankle length cotton womens jeans - white,"Size:28,30,32","Rs
1795",1256,30% off,Westernwear-Women
Forever new,solid round neck polyester womens midi dress - red,"Size:6,8,10,12,14",Nan,8000,No Discount,Westernwear-Women
Magre,solid polyester blend regular fit womens casual pants - black,"Size:Large,Medium,Small,X-Small","Rs
2390",1434,40% off,Westernwear-Women
Levis,skinny fit regular length cotton polyester blend womens jeans - indigo,"Size:26,27,28,30,32,34",Nan,2999,No Discount,Westernwear-Women
Forever new,solid full sleeves cotton womens regular jacket - blue,"Size:6,8,10,12,14,16",Nan,5000,No Discount,Westernwear-Women
Life,striped cotton blend wide neck womens regular top - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
799",399,50% off,Westernwear-Women
Fratini,printed round neck polyester womens regular dress - black,"Size:Medium,Small","Rs
1699",849,50% off,Westernwear-Women
Stop,regular fit regular length viscose blend womens treggings - black,"Size:28,30,32,34","Rs
999",499,50% off,Westernwear-Women
Kraus,super skinny fit ankle length cotton blend womens jeans - blue,"Size:28,30,32,34,36,38","Rs
1895",947,50% off,Westernwear-Women
Latin quarters,dyed round neck polyester womens regular knit top - green,"Size:S,M,L,XL,X-Small","Rs
1599",799,50% off,Westernwear-Women
Fratini,embellished v neck polyester womens regular dress - blush,"Size:Large,Small","Rs
1999",999,50% off,Westernwear-Women
Rare,solid georgette v neck womens regular top - navy,"Size:Medium,Small,X-Large","Rs
1199",539,55% off,Westernwear-Women
Madame,regular fit ankle length denim womens jeans - indigo,"Size:26,28,30,32,34","Rs
2699",1889,30% off,Westernwear-Women
Only,self design polyester round neck womens top - grey,"Size:34,36,38,40,42","Rs
2499",1499,40% off,Westernwear-Women
And,solid polyester collar neck womens top - natural,"Size:8,10,12,14,16,18","Rs
1799",899,50% off,Westernwear-Women
Madame,solid polyester round neck womens shirt - maroon,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1299,No Discount,Westernwear-Women
Kraus,skinny fit ankle length cotton blend womens jeans - grey,"Size:28,30,32,34,36,38","Rs
1695",1186,30% off,Westernwear-Women
Infuse,printed rayon full length womens loungewear pyjama - black,"Size:28,30,32","Rs
799",319,60% off,Westernwear-Women
Vero moda,printed polyester v neck womens dress - black,"Size:Large,Medium,Small,X-Large,X-Small",Nan,3499,No Discount,Westernwear-Women
Latin quarters,printed square neck polyester womens regular dress - maroon,"Size:S,M,L,X-Small","Rs
2499",1249,50% off,Westernwear-Women
Zink london,floral polyester v-neck womens flared dress - blue,"Size:Large,Medium,Small","Rs
2199",1099,50% off,Westernwear-Women
Zink london,floral polyester round neck womens top - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",899,40% off,Westernwear-Women
Life,checks collar neck rayon womens regular dress - navy,"Size:Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
Zink london,solid polyester scoop neck womens a line top - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1599",799,50% off,Westernwear-Women
Zink london,solid polyester round neck womens a-line top - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1399",839,40% off,Westernwear-Women
Zink london,printed polyester v neck womens dress - white,"Size:Large,Medium","Rs
2699",1619,40% off,Westernwear-Women
Rare,floral polyester v neck womens flared dress - black,"Size:Large,Medium,Small,X-Large","Rs
2599",1039,60% off,Westernwear-Women
Only,self design cotton mandarin womens top - pink,"Size:34,36,38,40,42","Rs
2299",1379,40% off,Westernwear-Women
Life,printed cotton round neck womens regular fit dress - navy,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
Zink london,regular fit mini length rayon womens casual skirt - white,"Size:Large,Medium,Small,X-Small","Rs
1899",399,79% off,Westernwear-Women
Allen solly,textured cotton regular fit womens casual pants - pink,"Size:26,28,30,32,34,36","Rs
2299",1499,35% off,Westernwear-Women
Stop,printed collar neck cotton womens formal wear shirt - light blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
799",399,50% off,Westernwear-Women
Forever new,printed sweetheart neck viscose womens dresses - print,"Size:6,8,10,12,14","Rs
6800",4080,40% off,Westernwear-Women
Fratini,regular fit above knee tencel womens casual shorts - stone,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
Latin quarters,solid polyester womens regular blouse - black,"Size:S,M,L,XL,X-Small","Rs
1699",849,50% off,Westernwear-Women
Van heusen,printed viscose round neck womens top - mid blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1999",999,50% off,Westernwear-Women
Latin quarters,dyed v-neck polyester womens regular dress - peach,"Size:S,M,L,X-Small","Rs
2899",1449,50% off,Westernwear-Women
Juniper,printed regular sleeves rayon womens full length jumpsuit - pink,"Size:Large,Medium,Small,X-Large","Rs
2499",1499,40% off,Westernwear-Women
Forever new,regular calf length polyester womens casual wear skirts - print,"Size:12,14","Rs
4400",2860,35% off,Westernwear-Women
Levis,skinny fit regular length cotton womens jeans - black,"Size:28,30,32,34",Nan,4299,No Discount,Westernwear-Women
Madame,solid denim fabric womens regular dress - ice blue,"Size:26,28,30,32,34","Rs
2899",2029,30% off,Westernwear-Women
Latin quarters,solid polyester womens regular dress - brown,"Size:S,M,L,X-Small","Rs
2499",1749,30% off,Westernwear-Women
Zink london,solid polyester sleeveless womens jumpsuit - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2299",1379,40% off,Westernwear-Women
Kraus,clean look cotton slim fit womens jeans - blue,"Size:28,30,32,34","Rs
1595",1435,10% off,Westernwear-Women
Fratini,women solid woven top - navy,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
799",399,50% off,Westernwear-Women
Latin quarters,solid rayon round neck womens regular blouse - pink,"Size:S,L,XL","Rs
1399",979,30% off,Westernwear-Women
Haute curry,printed round neck rayon womens flared dress - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Westernwear-Women
And,floral polyester round neck womens regular top - multi,"Size:8,10,12,14,16,18","Rs
2499",1999,20% off,Westernwear-Women
Life,checks collar rayon womens casual shirt - deep navy,"Size:Large,Medium,Small,X-Large,X-Small","Rs
899",449,50% off,Westernwear-Women
Madame,printed polyester off shoulder womens dress - peach,"Size:Medium,Small","Rs
3699",2589,30% off,Westernwear-Women
Infuse,printed cotton blend round neck womens regular fit top - dusty pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
And,floral polyester square neck womens straight dress - cream,"Size:8,10,12,14,16","Rs
2699",2159,20% off,Westernwear-Women
Enamor,cotton womens relax bermuda - denimex,"Size:XL,Large,Medium,Small","Rs
699",489,30% off,Westernwear-Women
Altlife,solid cotton full length womens joggers - sage,"Size:28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
Faballey,embellished halter neck polyester blend womens mini dress - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2400",1920,20% off,Westernwear-Women
Zink london,solid polyester v neck womens dress - red,"Size:Large,Medium,X-Large,XX-Large","Rs
2999",1799,40% off,Westernwear-Women
Life,solid cotton square neck womens regular fit top - mustard,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
Life,skinny fit ankle length cotton lycra womens jeans - denim indigo dark,"Size:26,28,30,32,36","Rs
999",499,50% off,Westernwear-Women
Fratini,sanya malhotra printed blended round neck womens regular dress - off white,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1499,No Discount,Westernwear-Women
And,solid square neck polyester womens midi dress - red,"Size:8,10,12,14,16,18",Nan,2899,No Discount,Westernwear-Women
Life,solid square neck cotton lycra womens regular fit dress - mid stone,"Size:Medium,Small,X-Small","Rs
1499",749,50% off,Westernwear-Women
Zink london,printed cotton round neck womens regular fit t-shirt - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",399,69% off,Westernwear-Women
Rare,floral georgette off shoulder womens flared dress - blue,"Size:Large,Medium,Small","Rs
1899",759,60% off,Westernwear-Women
Life,solid jogger fit cotton womens active wear joggers - olive,"Size:28,30,32,34,36","Rs
899",449,50% off,Westernwear-Women
Allen solly,solid polyester cotton round neck womens formal blazer - dark green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3999",2399,40% off,Westernwear-Women
Van heusen,solid collared neck polyester womens workwear shirt - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1699",999,41% off,Westernwear-Women
Stop,solid polyester skinny fit womens trousers - blue,"Size:26,28,30,32,34,36",Nan,1499,No Discount,Westernwear-Women
Life,solid round neck cotton lycra womens top - off white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
599",299,50% off,Westernwear-Women
Latin quarters,dyed round neck polyester womens regular blouse - blue,"Size:S,M,L,XL","Rs
1799",1259,30% off,Westernwear-Women
Stop,solid cotton round neck womens regular top - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Westernwear-Women
Infuse,printed rayon v neck womens strappy midi dress - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",799,50% off,Westernwear-Women
Altlife,solid polyester blend ankle length womens active wear joggers - blush,"Size:28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
Only,stripes cotton small collar womens casual wear shirt - pink,"Size:34,36,38,40,42","Rs
2499",1499,40% off,Westernwear-Women
Only,self design cotton round neck womens sweatshirt - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2799",1399,50% off,Westernwear-Women
Zink london,solid square neck polyester womens a-line dress - red,"Size:Medium,X-Large,X-Small","Rs
2399",959,60% off,Westernwear-Women
Cover story,printed viscose spandex square neck womens t-shirt - white,"Size:X-Large,X-Small","Rs
1290",690,47% off,Westernwear-Women
Zink london,printed rayon square neck womens straight fit top - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",639,60% off,Westernwear-Women
And,solid viscose round neck womens regular top - yellow,"Size:8,10,12,14,16,18","Rs
1899",1519,20% off,Westernwear-Women
Zink london,floral polyester off shoulder womens top - black,"Size:Large,Medium,Small","Rs
1499",749,50% off,Westernwear-Women
Altlife,solid cotton stretch full length womens joggers - dusty pink,"Size:28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
Reebok,solid slim fit polyester womens athleisure track pants - pink,"Size:Large,Medium,Small,X-Small","Rs
1599",799,50% off,Westernwear-Women
And,womens regular fit striped top - light blue,"Size:8,12","Rs
1999",799,60% off,Westernwear-Women
Kraus,solid viscose wide fit womens casual pants - black,"Size:28,30,32,34,36,38","Rs
1895",1705,10% off,Westernwear-Women
Life,womens cotton lycra solid capri tights - navy,Size:32,"Rs
799",399,50% off,Westernwear-Women
Kraus,clean look cotton blend skinny fit womens jeggings - olive,"Size:28,30,32,34,36","Rs
1495",1046,30% off,Westernwear-Women
Fratini,solid polyester high neck womens regular top - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
Van heusen,solid polyester round neck womens jacket - yellow,Size:X-Large,"Rs
3799",1499,61% off,Westernwear-Women
Madame,solid cotton tapered fit womens trousers - black,"Size:28,30,32,34",Nan,2199,No Discount,Westernwear-Women
Zink london,solid cotton blend regular fit womens pants - blue,"Size:Large,Medium,Small,X-Large","Rs
2699",1619,40% off,Westernwear-Women
Fratini,printed viscose high neck womens regular top - off white,"Size:Small,X-Large","Rs
1199",599,50% off,Westernwear-Women
Rare,striped polyester round neck womens regular fit top - blue,"Size:Large,Small,X-Large","Rs
1599",639,60% off,Westernwear-Women
Indya,printed georgette regular fit womens regular length jumpsuit - coral,"Size:Small,X-Small","Rs
2950",1475,50% off,Westernwear-Women
Fratini,printed cotton blend v neck womens top - pink,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1299,No Discount,Westernwear-Women
Levis,printed cotton collar neck womens casual shirt - mineral,"Size:Large,Medium,Small,X-Small",Nan,1599,No Discount,Westernwear-Women
Pepe,graphic print crew neck cotton womens t-shirt - rose,"Size:Large,Medium,Small,X-Large","Rs
999",599,40% off,Westernwear-Women
Levis,mid wash cotton tapered fit womens jeans - indigo,"Size:26,28,30,32,34",Nan,3999,No Discount,Westernwear-Women
Stop,solid regular fit viscose blend womens formal leggings - wine,"Size:28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
Zink london,solid sleeveless polyester womens jumpsuit - blue,"Size:Large,Medium,Small,X-Large","Rs
2199",1319,40% off,Westernwear-Women
Van heusen,solid polyester collar neck womens formal jacket - pink,"Size:Large,Medium,Small,X-Large,X-Small",Nan,5799,No Discount,Westernwear-Women
Zink london,solid polyester v neck womens straight top - red,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
1499",899,40% off,Westernwear-Women
Madame,solid cotton high neck womens top - pale peach,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1999",1399,30% off,Westernwear-Women
